Cód.,Município,PIB (Mil Reais),Impostos (Mil Reais),VA da agropecuária (Mil Reais),VA da indústria (Mil Reais),VA dos serviços (Mil Reais),VA da administração pública (Mil Reais)
2405306,Januário Cicco (RN),75403,2847,2539,3062,13873,53082
2405405,Japi (RN),42879,766,1599,1536,8706,30271
2405504,Jardim de Angicos (RN),29348,1948,1740,702,5074,19884
2405603,Jardim de Piranhas (RN),148624,6722,11982,7102,45756,77062
2405702,Jardim do Seridó (RN),178256,12352,10745,29862,59389,65908
2405801,João Câmara (RN),1045933,77559,18581,502956,245961,200877
2405900,João Dias (RN),24048,1035,1055,449,4852,16656
2406007,José da Penha (RN),57240,2460,3484,1760,15130,34406
2406106,Jucurutu (RN),249294,21995,26323,31522,71779,97676
2406155,Jundiá (RN),37215,730,2445,2421,6557,25062
2406205,Lagoa d'Anta (RN),60127,1971,2277,1895,14529,39455
2406304,Lagoa de Pedras (RN),64991,1503,7265,2222,11587,42415
2406403,Lagoa de Velhos (RN),35934,697,1211,7022,6401,20603
2406502,Lagoa Nova (RN),323508,39034,10627,120421,64451,88975
2406601,Lagoa Salgada (RN),77423,2130,4177,2850,17833,50432
2406700,Lajes (RN),119136,7391,2213,5018,42680,61834
2406809,Lajes Pintadas (RN),46153,1021,1778,3162,9641,30551
2406908,Lucrécia (RN),51625,2127,1761,13618,11282,22837
2407005,Luís Gomes (RN),78465,2579,989,2288,18851,53758
2407104,Macaíba (RN),1679068,234826,28741,403192,597834,414475
2407203,Macau (RN),791334,37054,39175,297973,238137,178995
2407252,Major Sales (RN),40025,1121,1625,896,10014,26368
2407302,Marcelino Vieira (RN),70675,2123,5427,2252,16806,44067
2407401,Martins (RN),83496,4717,1261,4124,27626,45768
2407500,Maxaranguape (RN),134895,7257,14990,9894,33158,69596
2407609,Messias Targino (RN),88253,12059,2407,7338,41580,24868
2407708,Montanhas (RN),99823,4225,5558,3744,24263,62032
2407807,Monte Alegre (RN),239657,13796,10631,26805,62895,125529
2407906,Monte das Gameleiras (RN),25400,440,1204,765,5252,17739
2408003,Mossoró (RN),6926042,793265,206873,1114697,3317802,1493405
2408102,Natal (RN),24855507,3410225,22815,2840309,14054626,4527533
2408201,Nísia Floresta (RN),418101,18864,126925,19060,93966,159286
2408300,Nova Cruz (RN),487112,45761,19349,15225,211142,195634
2408409,Olho d'Água do Borges (RN),41457,1190,3140,1646,9253,26229
2408508,Ouro Branco (RN),53443,2348,4637,5696,12811,27950
2408607,Paraná (RN),37122,1020,2716,725,7909,24752
2408706,Paraú (RN),43902,1615,5211,1947,10428,24701
2408805,Parazinho (RN),345417,9999,3433,275570,20437,35978
2408904,Parelhas (RN),377093,33410,8954,74545,145270,114915
2408953,Rio do Fogo (RN),163701,6417,37717,19754,31570,68243
2409100,Passa e Fica (RN),122699,5933,2733,5518,35415,73100
2409209,Passagem (RN),34135,747,1905,1255,7512,22716
2409308,Patu (RN),139987,9367,4878,4830,54375,66536
2409332,Santa Maria (RN),73322,7905,2115,1800,32816,28686
2409407,Pau dos Ferros (RN),577753,58051,6598,25556,331736,155812
2409506,Pedra Grande (RN),238442,29137,7962,143409,28137,29797
2409605,Pedra Preta (RN),30014,976,3647,677,5450,19265
2409704,Pedro Avelino (RN),61650,2090,3405,2076,12622,41457
2409803,Pedro Velho (RN),143891,4512,11580,7435,31032,89332
2409902,Pendências (RN),546406,37970,151081,170268,95503,91585
2410009,Pilões (RN),37954,1665,1443,738,10134,23975
2410108,Poço Branco (RN),117876,3189,8057,3396,20663,82572
2410207,Portalegre (RN),64364,1949,1731,5666,14038,40981
2410256,Porto do Mangue (RN),160454,5335,9158,68899,34126,42936
2410306,Serra Caiada (RN),86434,3265,4277,3511,18079,57301
2410405,Pureza (RN),125800,4999,42973,3594,18701,55533
2410504,Rafael Fernandes (RN),46570,1986,5046,2172,12457,24908
2410603,Rafael Godeiro (RN),35739,1068,2183,2967,7820,21702
2410702,Riacho da Cruz (RN),34515,1231,1713,1647,7481,22444
2410801,Riacho de Santana (RN),38688,916,1837,1072,8318,26546
2410900,Riachuelo (RN),72520,3568,1620,2514,19510,45308
2411007,Rodolfo Fernandes (RN),45033,1263,3341,1786,10567,28076
2411056,Tibau (RN),103035,6837,21654,12411,32596,29537
2411106,Ruy Barbosa (RN),35476,632,1422,1040,7036,25347
2411205,Santa Cruz (RN),653382,61728,16160,34317,340959,200217
2411403,Santana do Matos (RN),132927,7011,14866,5783,32931,72336
2411429,Santana do Seridó (RN),34016,1363,2458,4313,7083,18798
2411502,Santo Antônio (RN),239225,10443,12611,11331,74215,130625
2411601,São Bento do Norte (RN),352432,19319,13052,279054,15491,25516
2411700,São Bento do Trairí (RN),42589,1051,3227,1598,7668,29045
2411809,São Fernando (RN),56161,2858,8242,8667,12275,24118
2411908,São Francisco do Oeste (RN),46447,1489,1800,5095,10945,27118
2412005,São Gonçalo do Amarante (RN),1604260,131796,37774,139307,764975,530408
2412104,São João do Sabugi (RN),69748,3095,12746,2686,16472,34749
2412203,São José de Mipibu (RN),814983,97036,54709,104010,329485,229742
2412302,São José do Campestre (RN),101129,2380,4445,3923,21177,69204
2412401,São José do Seridó (RN),119375,11111,9674,43652,26500,28438
2412500,São Miguel (RN),241089,15734,5288,6044,89962,124061
2412559,São Miguel do Gostoso (RN),336420,22306,12210,179278,57214,65413
2412609,São Paulo do Potengi (RN),187213,9912,6103,9353,65519,96326
2412708,São Pedro (RN),63852,3789,2750,1990,19787,35536
2412807,São Rafael (RN),79529,2604,13203,2869,17922,42931
2412906,São Tomé (RN),103281,4793,2961,3832,26538,65157
2413003,São Vicente (RN),67527,3097,4863,6493,14868,38206
2413102,Senador Elói de Souza (RN),50433,1139,1810,1965,10123,35397
2413201,Senador Georgino Avelino (RN),120226,4856,74601,1714,9590,29464
2413300,Serra de São Bento (RN),49160,1544,1559,2092,12358,31607
2413359,Serra do Mel (RN),380637,58212,42999,124502,83534,71390
2413409,Serra Negra do Norte (RN),90717,4032,14503,6955,22697,42529
2413508,Serrinha (RN),62893,1784,6903,1950,12807,39450
2413557,Serrinha dos Pintos (RN),43901,1862,1460,2268,10814,27497
2413607,Severiano Melo (RN),44379,2322,3738,3148,14386,20786
2413706,Sítio Novo (RN),45879,954,2305,1315,8462,32842
2413805,Taboleiro Grande (RN),27757,811,1135,1279,6452,18079
2413904,Taipu (RN),124519,5377,22531,9406,20856,66348
2414001,Tangará (RN),155862,12167,4595,11500,44998,82602
2414100,Tenente Ananias (RN),98119,4147,4417,4174,27447,57934
2414159,Tenente Laurentino Cruz (RN),131261,10667,5953,46653,27713,40274
2414209,Tibau do Sul (RN),377682,18252,65221,36347,171749,86114
2414308,Timbaúba dos Batistas (RN),35095,1441,5607,1321,8078,18647
2414407,Touros (RN),680098,58173,90496,149647,194095,187688
2414456,Triunfo Potiguar (RN),40761,1738,3340,1291,10178,24214
2414506,Umarizal (RN),136178,10766,4881,6552,58716,55262
2414605,Upanema (RN),174692,8480,11012,30885,42987,81329
2414704,Várzea (RN),48790,954,2417,1650,11441,32327
2414753,Venha-Ver (RN),38594,1039,1119,764,7891,27782
2414803,Vera Cruz (RN),119307,5835,5881,8360,31671,67559
2414902,Viçosa (RN),19218,413,635,877,4120,13173
2415008,Vila Flor (RN),41520,1199,8892,1610,7813,22007
2500106,Água Branca (PB),82631,3275,3973,3984,18325,53074
2500205,Aguiar (PB),50182,2622,4294,4661,10786,27819
2500304,Alagoa Grande (PB),276393,14723,21416,14035,80809,145411
2500403,Alagoa Nova (PB),325902,14391,98771,60565,55844,96331
2500502,Alagoinha (PB),114964,4031,9644,3918,24959,72412
2500536,Alcantil (PB),43815,1204,4254,1565,7648,29143
2500577,Algodão de Jandaíra (PB),25524,556,1498,840,4629,18001
2500601,Alhandra (PB),1881712,396051,23472,116521,1235339,110329
2500700,São João do Rio do Peixe (PB),191097,16440,10915,9909,64697,89136
2500734,Amparo (PB),26204,1015,1305,1273,5843,16768
2500775,Aparecida (PB),85432,8189,5267,5023,26617,40336
2500809,Araçagi (PB),163035,6970,26234,8055,39136,82641
2500908,Arara (PB),102585,5431,4168,2810,27900,62276
2501005,Araruna (PB),172953,8591,9345,8158,46007,100851
2501104,Areia (PB),229042,16540,21010,18211,67355,105927
2501153,Areia de Baraúnas (PB),20577,403,752,868,3346,15208
2501203,Areial (PB),54795,2344,1507,1626,12896,36423
2501302,Aroeiras (PB),146206,6238,7595,4496,34756,93120
2501351,Assunção (PB),39269,1914,1838,3851,8763,22903
2501401,Baía da Traição (PB),88944,3080,13246,3008,21270,48341
2501500,Bananeiras (PB),234462,8851,43989,11360,65646,104616
2501534,Baraúna (PB),44460,2280,1117,1341,11970,27751
2501575,Barra de Santana (PB),77460,2252,15464,2092,12787,44865
2501609,Barra de Santa Rosa (PB),134381,6159,10920,7375,30563,79365
2501708,Barra de São Miguel (PB),65229,1664,20357,1966,9510,31732
2501807,Bayeux (PB),1389899,146881,5336,121668,651801,464213
2501906,Belém (PB),190066,17892,6693,21352,58042,86087
2502003,Belém do Brejo do Cruz (PB),68297,3629,5789,2743,16036,40100
2502052,Bernardino Batista (PB),36211,1158,1344,2818,7495,23396
2502102,Boa Ventura (PB),44162,1461,2690,1973,9842,28196
2502151,Boa Vista (PB),144857,19089,11632,44715,30015,39406
2502201,Bom Jesus (PB),29401,1440,1608,1908,7554,16891
2502300,Bom Sucesso (PB),42447,1787,4372,1870,8635,25784
2502409,Bonito de Santa Fé (PB),94793,2908,4522,4431,20506,62426
2502508,Boqueirão (PB),216641,19953,35252,18449,55026,87960
2502607,Igaracy (PB),55277,2084,4954,3133,12451,32656
2502706,Borborema (PB),58426,1303,15156,2525,9779,29663
2502805,Brejo do Cruz (PB),125307,6735,4695,7837,38837,67204
2502904,Brejo dos Santos (PB),55062,2211,2166,2599,14734,33352
2503001,Caaporã (PB),364498,59046,19875,78840,84275,122463
2503100,Cabaceiras (PB),58550,2600,14396,2801,10410,28342
2503209,Cabedelo (PB),2920498,517969,4868,485957,1487540,424165
2503308,Cachoeira dos Índios (PB),110863,10641,4192,4604,42322,49104
2503407,Cacimba de Areia (PB),34904,1035,3533,1909,6833,21593
2503506,Cacimba de Dentro (PB),133814,5570,5129,5849,31809,85457
2503555,Cacimbas (PB),57247,1779,2462,2814,11294,38897
2503605,Caiçara (PB),57498,2137,4195,2992,13865,34310
2503704,Cajazeiras (PB),1126801,146771,13086,100410,570005,296529
2503753,Cajazeirinhas (PB),35437,890,4568,1729,5924,22327
2503803,Caldas Brandão (PB),72590,5027,6906,8219,19126,33311
2503902,Camalaú (PB),60005,3570,4544,2768,17054,32070
2504009,Campina Grande (PB),9510038,1163020,27804,1980097,4411492,1927625
2504033,Capim (PB),62203,2961,4583,2447,15493,36720
2504074,Caraúbas (PB),39107,1462,2755,1512,9423,23955
2504108,Carrapateira (PB),27456,574,1050,1079,5324,19429
2504157,Casserengue (PB),61241,2335,3744,2525,12361,40276
2504207,Catingueira (PB),45305,1676,3244,4400,9433,26552
2504306,Catolé do Rocha (PB),438444,43194,8374,35848,207083,143945
2504355,Caturité (PB),52261,2316,6877,4349,10508,28212
2504405,Conceição (PB),180398,9690,9628,10212,57070,93797
2504504,Condado (PB),60273,2866,4969,2906,15102,34431
2504603,Conde (PB),808119,142327,19099,187995,319834,138864
2504702,Congo (PB),51511,3073,5106,2650,14283,26399
2504801,Coremas (PB),142547,9879,19583,5483,42799,64803
2504850,Coxixola (PB),20793,743,1220,1109,4389,13332
2504900,Cruz do Espírito Santo (PB),151715,7596,17827,10994,33804,81493
2505006,Cubati (PB),66147,2162,5817,3234,13694,41240
2505105,Cuité (PB),221563,14763,17164,7895,76379,105361
2505204,Cuitegi (PB),63822,2819,4506,3442,15573,37482
2505238,Cuité de Mamanguape (PB),60564,1817,7843,2182,12636,36087
2505279,Curral de Cima (PB),49222,1200,7010,1716,8391,30905
2505303,Curral Velho (PB),23391,754,2774,710,4444,14709
2505352,Damião (PB),42940,1235,2056,1281,8325,30043
2505402,Desterro (PB),61564,2740,2764,2630,15301,38130
2505501,Vista Serrana (PB),35606,1505,963,1630,8921,22587
2505600,Diamante (PB),54991,2071,3600,2394,12831,34095
2505709,Dona Inês (PB),82200,2898,4498,3291,17562,53950
2505808,Duas Estradas (PB),40466,1636,5222,2122,9420,22065
2505907,Emas (PB),34159,733,4045,1350,6408,21623
2506004,Esperança (PB),440710,52843,19491,21316,181027,166033
2506103,Fagundes (PB),93114,4083,6849,3898,21881,56404
2506202,Frei Martinho (PB),29422,1091,1320,1440,6702,18869
2506251,Gado Bravo (PB),66776,1848,7535,1749,11946,43699
2506301,Guarabira (PB),1082009,126369,23947,193963,470818,266912
2506400,Gurinhém (PB),130181,5340,12236,8921,31774,71911
2506509,Gurjão (PB),32398,1088,2350,1745,6721,20494
2506608,Ibiara (PB),49732,2055,3358,2604,11281,30434
2506707,Imaculada (PB),83962,3125,3820,2765,17577,56676
2506806,Ingá (PB),179566,10776,3904,16635,54114,94136
2506905,Itabaiana (PB),308420,22425,19545,20271,129936,116243
2507002,Itaporanga (PB),300248,25346,10103,26614,121793,116392
2507101,Itapororoca (PB),183107,8416,21503,6507,54675,92007
2507200,Itatuba (PB),124558,9628,15938,20899,24710,53382
2507309,Jacaraú (PB),135671,5896,11884,7113,33755,77024
2507408,Jericó (PB),68203,3020,6617,3804,16233,38529
2507507,João Pessoa (PB),20846770,2940181,36297,3172864,10790090,3907338
2507606,Juarez Távora (PB),62344,2117,2214,2799,14218,40996
2507705,Juazeirinho (PB),184701,14496,7472,11174,64894,86665
2507804,Junco do Seridó (PB),72981,4434,3475,8240,21666,35165
2507903,Juripiranga (PB),103622,5772,9866,4222,28122,55639
2508000,Juru (PB),75900,2648,5516,3109,15758,48868
2508109,Lagoa (PB),38201,1357,1749,1508,10013,23574
2508208,Lagoa de Dentro (PB),74439,3288,6581,2965,18856,42748
2508307,Lagoa Seca (PB),281110,14763,35434,19405,74225,137284
2508406,Lastro (PB),26181,889,1418,1042,5818,17014
2508505,Livramento (PB),58137,2208,3698,2403,12617,37210
2508554,Logradouro (PB),40577,1698,3766,1649,10041,23422
2508604,Lucena (PB),182153,13912,13584,33226,49379,72051
2508703,Mãe d'Água (PB),33727,892,1064,1079,6982,23710
2508802,Malta (PB),53702,3167,2909,3758,13420,30448
2508901,Mamanguape (PB),689525,69954,34601,78432,297805,208732
2509008,Manaíra (PB),79351,2400,4804,4293,15540,52313
2509057,Marcação (PB),80775,1872,18486,2277,13244,44896
2509107,Mari (PB),216614,13097,20170,11891,64989,106467
2509156,Marizópolis (PB),69838,4655,2346,3326,23439,36071
2509206,Massaranduba (PB),113505,5548,8539,11358,19474,68585
2509305,Mataraca (PB),204997,12479,10543,98326,32866,50783
2509339,Matinhas (PB),49294,916,13087,1783,7152,26357
2509370,Mato Grosso (PB),27473,845,1221,1248,5742,18416
2509396,Maturéia (PB),54125,1901,3036,2056,11852,35280
2509404,Mogeiro (PB),135577,8148,11287,21993,29057,65092
2509503,Montadas (PB),48804,1278,5862,1500,8936,31229
2509602,Monte Horebe (PB),36338,1136,1563,1443,7429,24767
2509701,Monteiro (PB),577440,31110,15527,33843,327003,169956
2509800,Mulungu (PB),78911,2925,14746,4534,12775,43930
2509909,Natuba (PB),85989,2159,11914,3101,13560,55254
2510006,Nazarezinho (PB),59035,2123,4638,2577,13023,36674
2510105,Nova Floresta (PB),88880,4579,3080,3257,25608,52356
2510204,Nova Olinda (PB),51633,2234,2752,2517,12077,32052
2510303,Nova Palmeira (PB),43489,1722,2060,2570,9156,27981
2510402,Olho d'Água (PB),55016,1884,4995,2314,11651,34171
2510501,Olivedos (PB),38454,972,5320,2856,6830,22476
2510600,Ouro Velho (PB),31598,1323,3333,1312,7341,18290
2510659,Parari (PB),20152,818,1280,760,4515,12779
2510709,Passagem (PB),23886,704,1095,1328,4732,16027
2510808,Patos (PB),1914259,204775,9461,181714,1011405,506903
2510907,Paulista (PB),137899,10571,14787,18747,35068,58725
2511004,Pedra Branca (PB),32219,1031,2354,1461,6378,20995
2511103,Pedra Lavrada (PB),71961,2916,4489,8150,12299,44108
2511202,Pedras de Fogo (PB),414848,24772,105584,47716,82867,153909
2511301,Piancó (PB),189804,10952,13007,10096,65114,90635
2511400,Picuí (PB),192946,11727,8144,9732,65635,97708
2511509,Pilar (PB),102745,4025,8052,5899,24831,59939
2511608,Pilões (PB),74951,2837,16668,3131,15884,36431
2511707,Pilõezinhos (PB),49398,912,9691,1965,7866,28964
2511806,Pirpirituba (PB),89061,3610,5602,4141,24000,51709
2511905,Pitimbu (PB),274459,36914,34954,70692,65886,66014
2512002,Pocinhos (PB),242626,9348,68283,14160,54427,96408
2512036,Poço Dantas (PB),37040,1221,1567,1547,7335,25370
2512077,Poço de José de Moura (PB),41621,1376,2793,1669,8818,26965
2512101,Pombal (PB),416189,31765,17383,25065,180260,161715
2512200,Prata (PB),52348,1885,11943,2876,11115,24528
2512309,Princesa Isabel (PB),245165,16011,37997,14598,75022,101537
2512408,Puxinanã (PB),108321,3780,11566,6543,18979,67454
2512507,Queimadas (PB),509152,45249,18516,89564,144763,211059
2512606,Quixaba (PB),23105,821,849,1274,4792,15369
2512705,Remígio (PB),174318,9910,8518,8309,52143,95439
2512721,Pedro Régis (PB),49951,1341,4193,1842,9452,33124
2512747,Riachão (PB),31615,819,1691,986,5908,22212
2512754,Riachão do Bacamarte (PB),45272,2066,1147,1775,12362,27923
2512762,Riachão do Poço (PB),47507,2408,4849,1780,11086,27383
2512788,Riacho de Santo Antônio (PB),26289,607,4805,776,4553,15548
2512804,Riacho dos Cavalos (PB),82120,3608,5512,9191,19246,44564
2512903,Rio Tinto (PB),266959,18493,25533,29555,71100,122277
2513000,Salgadinho (PB),27941,594,979,940,4466,20961
2513109,Salgado de São Félix (PB),118063,3177,11339,22426,20255,60866
2513158,Santa Cecília (PB),54465,1689,5203,2077,10707,34789
2513208,Santa Cruz (PB),56413,2796,2879,2678,14396,33663
2513307,Santa Helena (PB),51846,1755,7329,2167,10424,30171
2513356,Santa Inês (PB),31283,633,2924,951,4999,21776
2513406,Santa Luzia (PB),225067,17162,4976,46006,81472,75450
2513505,Santana de Mangueira (PB),44019,1069,3686,1725,7685,29854
2513604,Santana dos Garrotes (PB),56993,1772,5802,2603,11598,35219
2513653,Joca Claudino (PB),28562,982,966,1499,6016,19098
2513703,Santa Rita (PB),2570701,354938,85264,687984,819081,623434
2513802,Santa Teresinha (PB),44932,1699,4641,2403,9400,26788
2513851,Santo André (PB),25973,996,2097,988,5527,16365
2513901,São Bento (PB),475942,51633,11264,55582,185833,171630
2513927,São Bentinho (PB),48864,3754,3311,4290,11184,26326
2513943,São Domingos do Cariri (PB),23839,696,1634,1210,4508,15791
2513968,São Domingos (PB),30021,952,3085,1360,5102,19521
2513984,São Francisco (PB),35113,1908,2440,1538,8917,20310
2514008,São João do Cariri (PB),44449,1687,6173,2001,10192,24397
2514107,São João do Tigre (PB),35381,938,2759,989,6187,24508
2514206,São José da Lagoa Tapada (PB),62416,2794,4588,3750,13612,37672
2514305,São José de Caiana (PB),47912,1295,3444,1807,8670,32696
2514404,São José de Espinharas (PB),45139,1101,9076,1807,7002,26154
2514453,São José dos Ramos (PB),48512,1220,3122,1874,8885,33411
2514503,São José de Piranhas (PB),204628,12931,11704,14360,68664,96969
2514552,São José de Princesa (PB),30671,831,4335,798,4699,20008
2514602,São José do Bonfim (PB),29363,1457,1378,1279,6912,18337
2514651,São José do Brejo do Cruz (PB),25281,591,3123,1067,4876,15623
2514701,São José do Sabugi (PB),94258,2474,3572,54344,10050,23817
2514800,São José dos Cordeiros (PB),32235,1224,2302,2687,6319,19703
2514909,São Mamede (PB),70104,3014,6782,4435,17597,38277
2515005,São Miguel de Taipu (PB),68366,2222,19671,2483,9150,34840
2515104,São Sebastião de Lagoa de Roça (PB),94715,3728,8375,4189,20780,57643
2515203,São Sebastião do Umbuzeiro (PB),32856,1218,2885,1141,7340,20272
2515302,Sapé (PB),602180,53662,36717,32425,236636,242740
2515401,São Vicente do Seridó (PB),72549,2085,3682,2269,13877,50636
2515500,Serra Branca (PB),130733,7187,5076,6019,44888,67563
2515609,Serra da Raiz (PB),33092,1036,3257,1843,6279,20676
2515708,Serra Grande (PB),28031,925,1883,1210,6117,17895
2515807,Serra Redonda (PB),64586,2483,4132,11013,11967,34992
2515906,Serraria (PB),57686,1293,13294,2431,8738,31929
2515930,Sertãozinho (PB),48502,1945,5366,2865,10109,28217
2515971,Sobrado (PB),94346,7881,9534,4652,30993,41286
2516003,Solânea (PB),300929,29412,8213,15179,123959,124166
2516102,Soledade (PB),178068,11328,20995,10490,58875,76381
2516151,Sossêgo (PB),34185,1309,1197,1106,7773,22799
2516201,Sousa (PB),1227899,156530,22059,158896,580882,309533
2516300,Sumé (PB),184704,13379,12231,12932,61909,84252
2516409,Tacima (PB),79835,2929,5785,2196,16039,52886
2516508,Taperoá (PB),119245,4792,10686,5747,27596,70425
2516607,Tavares (PB),120800,4830,7284,5652,30235,72799
2516706,Teixeira (PB),143925,6544,13309,10522,40929,72621
2516755,Tenório (PB),29517,1014,1541,2120,6116,18727
2516805,Triunfo (PB),74900,3228,5923,2517,18443,44788
2516904,Uiraúna (PB),174178,13729,5055,8894,72131,74369
2517001,Umbuzeiro (PB),76661,2671,5798,2899,15121,50173
2517100,Várzea (PB),31516,1228,2915,1972,7111,18290
2517209,Vieirópolis (PB),41863,1191,2728,3996,7025,26923
2517407,Zabelê (PB),23511,786,1832,985,4898,15009
2600054,Abreu e Lima (PE),1775522,270771,10819,391669,692312,409951
2600104,Afogados da Ingazeira (PE),464402,46401,7350,30000,223329,157322
2600203,Afrânio (PE),170114,11169,10152,4783,57942,86067
2600302,Agrestina (PE),282239,22458,34474,20318,90440,114550
2600401,Água Preta (PE),256466,11114,17958,6455,63638,157301
2600500,Águas Belas (PE),362225,25151,29933,12701,114812,179627
2600609,Alagoinha (PE),140199,6234,27746,3451,36910,65858
2600708,Aliança (PE),331121,12157,42874,17254,88173,170664
2600807,Altinho (PE),176663,9299,13701,6999,51452,95211
2600906,Amaraji (PE),224620,10958,43830,9559,56183,104090
2601003,Angelim (PE),137900,4488,49562,5014,24728,54108
2601052,Araçoiaba (PE),149605,7236,4305,4443,41531,92091
2601102,Araripina (PE),1048186,80699,34027,206625,367501,359334
2601201,Arcoverde (PE),1094831,129679,8301,69588,580723,306540
2601300,Barra de Guabiraba (PE),135406,5278,30115,6978,26653,66383
2601409,Barreiros (PE),443386,37819,14688,18194,186701,185984
2601508,Belém de Maria (PE),84951,3138,8895,2445,19113,51360
2601607,Belém do São Francisco (PE),288801,11177,100557,8957,72483,95627
2601706,Belo Jardim (PE),1937404,253273,152826,626335,545572,359397
2601805,Betânia (PE),91134,3541,3461,2427,21274,60430
2601904,Bezerros (PE),761318,72676,18268,98882,305519,265973
2602001,Bodocó (PE),289449,10748,35467,13642,67619,161973
2602100,Bom Conselho (PE),555892,38585,57522,91544,161224,207017
2602209,Bom Jardim (PE),336880,19397,36893,23031,95051,162507
2602308,Bonito (PE),457235,27297,76749,52661,134155,166373
2602407,Brejão (PE),175383,12626,77254,5910,35269,44324
